Termid,Regd No,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
218192,4457776,KHZ56,D,64,15,38,,68,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,11,23,30,155,68,Day Scholar,West,Male,Regional,Theory,UG
218192,4457776,KHZ57,E,43,4,42,,57,Bachelor of Technology in Computer Science and Engineering (Cyber Security),31,1,8,3,155,68,Day Scholar,West,Male,Regional,Theory,UG
218192,4457776,KHZ58,E,50,30,25,,69,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,9,5,8,155,68,Day Scholar,West,Male,Regional,Theory,UG
218192,4570776,KHZ28,B,69,31,70,,68,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,40,3,9,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ51,A,69,30,72,,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,25,4,11,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ52,A,78,,,81,71,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,2,33,11,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ53,A,59,37,85,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,30,1,0,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ54,B+,75,38,72,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,14,9,1,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ55,B+,70,,,86,53,Bachelor of Technology in Computer Science and Engineering (Cyber Security),57,13,0,0,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ56,B+,72,30,55,,70,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,25,3,2,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ57,A+,79,40,80,,69,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,27,6,23,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4570776,KHZ58,A,82,38,59,,55,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,13,25,3,150,78,Hostler,West,Female,Regional,Theory,UG
218192,4573776,KHZ28,A,49,34,75,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,20,3,2,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ391,A,87,,,74,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,55,3,0,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ51,B,60,27,40,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,5,24,3,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ52,B+,84,,,57,96,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,15,3,20,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ53,C,20,17,58,,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),9,9,1,1,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ54,D,55,8,38,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),5,39,7,4,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ55,B,60,,,66,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,14,1,0,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ56,B,62,27,40,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,11,2,2,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ57,B+,30,33,63,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,7,4,1,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4573776,KHZ58,B,37,32,52,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,27,5,2,156,43,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ28,A+,76,40,76,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,0,11,27,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ51,A,65,37,70,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,16,22,20,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ52,A+,91,,,75,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),88,3,0,0,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ53,B+,78,27,58,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,10,2,0,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ54,A,50,35,83,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,1,5,3,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ55,A,77,,,82,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,4,5,2,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ56,A,79,30,65,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,9,11,8,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ57,A+,92,43,63,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,20,17,12,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4657776,KHZ58,A+,67,43,65,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,28,27,1,184,89,Hostler,North,Female,Regional,Theory,UG
218192,4762776,KHZ28,A,59,38,69,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),9,36,8,6,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ51,E,75,35,0,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),52,17,3,3,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ52,B+,100,,,46,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),44,36,9,11,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ53,B+,100,29,38,,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,63,14,10,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ54,B+,74,42,52,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),19,2,43,10,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ55,A,87,,,76,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,29,40,5,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ56,E,74,22,0,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,11,7,1,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ57,E,30,27,0,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,13,1,1,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4762776,KHZ58,E,47,43,0,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,1,0,1,157,77,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ28,A,83,29,71,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,5,76,0,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ391,A,81,,,81,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),67,9,1,4,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ51,A+,94,42,72,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,25,4,3,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ52,B+,76,,,53,96,Bachelor of Technology in Computer Science and Engineering (Cyber Security),63,12,0,1,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ53,A+,98,32,79,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),68,20,5,5,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ54,A,95,32,72,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,14,6,24,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ55,A,84,,,72,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,2,16,4,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ56,A+,100,29,62,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,48,18,18,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ57,O,94,43,75,,99,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,31,7,1,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4803776,KHZ58,A+,80,40,60,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,6,34,4,156,76,Day Scholar,West,Female,Hindi,Theory,UG
218192,4923776,KHZ28,A+,67,48,75,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),33,11,9,14,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ51,A+,92,34,73,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,4,13,54,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ52,A+,96,,,71,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),63,7,11,15,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ53,O,100,29,89,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,8,29,15,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ54,B+,64,32,66,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),39,25,0,0,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ55,A,85,,,78,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,12,42,14,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ56,A+,92,29,79,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),92,0,0,0,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ57,O,99,47,90,,99,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,76,2,6,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4923776,KHZ58,O,92,43,82,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),44,18,3,27,156,58,Day Scholar,East,Female,English,Theory,UG
218192,4980776,KHZ28,A+,74,33,78,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,10,21,29,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ51,B+,44,34,59,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,1,0,1,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ52,B+,78,,,56,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,14,16,24,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ53,B+,57,28,65,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,6,8,1,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ54,C,62,19,49,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,3,19,19,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ55,B+,72,,,64,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,0,4,2,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ56,C,49,22,43,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,17,3,0,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ57,B+,70,19,60,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,10,10,20,158,90,Hostler,South,Male,English,Theory,UG
218192,4980776,KHZ58,B+,72,40,42,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,8,1,1,158,90,Hostler,South,Male,English,Theory,UG
218192,5013776,KHZ28,B+,57,23,69,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,1,0,1,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ51,C,32,14,58,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,11,1,2,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ52,A,100,,,61,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,91,0,3,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ53,B,40,20,62,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,35,1,0,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ54,B,67,23,49,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,0,49,6,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ55,A,76,,,71,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,43,8,7,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ56,E,59,13,25,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),20,17,11,11,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ57,B+,52,18,63,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),33,9,0,10,162,43,Hostler,West,Male,English,Theory,UG
218192,5013776,KHZ58,C,32,23,49,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,4,1,0,162,43,Hostler,West,Male,English,Theory,UG
218192,5047776,KHZ28,B+,67,30,63,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,4,5,10,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ51,B,60,24,58,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,6,1,0,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ52,B+,75,,,65,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,5,46,2,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ53,C,25,24,46,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,25,0,0,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ54,C,50,20,42,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,1,9,22,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ55,A,80,,,76,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),49,9,15,7,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ56,B+,70,23,55,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,3,22,11,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ57,B+,55,27,63,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,16,17,19,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5047776,KHZ58,C,38,29,32,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,1,9,0,152,83,Hostler,North,Female,Regional,Theory,UG
218192,5048776,KHZ28,A+,74,37,78,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,2,1,56,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ51,B,69,24,38,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,52,0,6,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ52,B+,86,,,57,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),5,10,44,27,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ53,E,20,24,23,,96,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,4,0,0,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ54,D,20,22,36,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,2,0,2,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ55,B+,74,,,63,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,56,3,7,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ56,C,59,13,39,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,30,7,7,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ57,C,40,18,43,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),20,19,0,1,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5048776,KHZ58,B,60,34,39,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,9,0,6,182,68,Hostler,South,Male,Hindi,Theory,UG
218192,5073776,KHZ28,A,66,39,77,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,9,1,3,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ51,A+,54,49,78,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,19,0,0,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ52,B+,74,,,76,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,28,1,7,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ53,A,93,37,52,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),90,2,1,0,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ54,A,83,37,76,,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,5,15,7,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ55,A,82,,,85,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,15,44,1,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ56,A,74,28,66,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,5,1,3,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ57,A,75,24,79,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),67,0,0,8,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5073776,KHZ58,A+,76,40,70,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),69,6,1,0,156,71,Day Scholar,South,Male,Hindi,Theory,UG
218192,5076776,KHZ28,B+,79,19,66,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,11,26,7,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ391,A+,100,,,87,72,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,35,0,0,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ51,C,73,13,40,,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),68,5,0,0,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ52,B,72,,,50,63,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,3,2,2,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ53,B,80,15,48,,72,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,34,18,4,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ54,C,100,23,22,,78,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,40,4,0,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ55,B+,100,,,35,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),57,26,1,16,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ56,B,95,25,32,,60,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,21,7,67,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ57,D,60,9,43,,67,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,0,1,24,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5076776,KHZ58,B+,77,28,52,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,1,15,49,181,70,Hostler,West,Male,Regional,Theory,UG
218192,5104776,KHZ28,A,70,37,69,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,21,13,7,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ51,B+,59,29,62,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,8,9,1,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ52,A+,88,,,86,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,52,9,14,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ53,B,45,29,46,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),19,17,5,4,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ54,B+,79,34,55,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),25,14,0,40,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ55,B+,85,,,51,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,32,32,4,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ56,B+,75,22,50,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,37,31,1,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ57,B+,65,32,60,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,13,24,11,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5104776,KHZ58,B,35,30,55,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,6,3,8,163,90,Day Scholar,East,Male,Hindi,Theory,UG
218192,5131776,KHZ28,B,62,21,67,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,5,14,9,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ51,D,49,20,33,,68,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,4,6,18,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ52,B,73,,,63,64,Bachelor of Technology in Computer Science and Engineering (Cyber Security),71,2,0,0,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ53,B,76,22,53,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,1,35,5,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ54,D,35,20,36,,65,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,4,3,1,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ55,C,55,,,55,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),19,5,11,20,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ56,C,79,22,30,,78,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,7,8,9,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ57,C,37,28,49,,67,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,11,9,14,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5131776,KHZ58,B+,40,35,63,,74,Bachelor of Technology in Computer Science and Engineering (Cyber Security),9,18,0,13,168,78,Day Scholar,South,Female,Hindi,Theory,UG
218192,5147776,KHZ28,B+,60,29,57,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,0,6,9,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ51,B,65,18,59,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,31,18,0,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ52,A,84,,,72,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,2,48,31,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ53,B+,65,19,76,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,22,3,0,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ54,C,62,20,50,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,17,17,15,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ55,B+,60,,,85,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,8,29,12,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ56,C,80,17,29,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,18,5,34,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ57,B+,60,38,59,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),57,2,1,0,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5147776,KHZ58,C,31,25,53,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,9,6,13,159,99,Hostler,North,Female,Hindi,Theory,UG
218192,5184776,KHZ28,A,67,30,64,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,16,1,10,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ51,A,65,30,68,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,22,3,19,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ52,A+,84,,,87,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),60,21,3,0,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ53,B+,55,28,76,,99,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,5,1,1,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ54,A,89,30,69,,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,4,8,24,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ55,A+,83,,,86,96,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,31,10,21,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ56,A,87,29,62,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),10,33,29,15,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ57,A+,70,40,80,,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),63,6,1,0,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5184776,KHZ58,A,65,37,63,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),37,14,11,3,181,75,Hostler,East,Male,Hindi,Theory,UG
218192,5192776,KHZ28,B+,59,20,63,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,2,18,15,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ51,A,70,32,78,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,25,0,0,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ52,B+,63,,,66,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,22,23,6,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ53,B+,80,24,63,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),73,0,1,6,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ54,B+,49,23,72,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,22,7,8,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ55,B+,69,,,73,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),33,27,8,1,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ56,A,74,23,65,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,11,0,1,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ57,A+,72,39,86,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,3,0,3,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5192776,KHZ58,A+,85,32,70,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,1,31,0,170,40,Day Scholar,North,Female,Regional,Theory,UG
218192,5193776,KHZ28,B+,69,32,63,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),20,37,9,3,170,50,Day Scholar,North,Female,English,Theory,UG
218192,5193776,KHZ51,A,74,37,72,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,0,10,2,170,50,Day Scholar,North,Female,English,Theory,UG
